Restaurant Latitude,Restaurant Longitude,Order Status,Logistics Player,Timestamp
28.50571804,77.23149912,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T12:39:00
28.50571804,77.23149912,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T14:10:00
28.55836921,77.24620873,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T11:59:00
28.55836921,77.24620873,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T13:38:00
28.51697053,77.16422217,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T22:00:00
28.529312,77.148444,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T21:55:00
28.49796048,77.18463868,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T13:57:00
28.503338,77.225786,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T12:07:00
28.503338,77.225786,Fail,ekta.mfleet.in/oms_partner/ondc/logistics/seller/fleet_ekta,2025-05-26T12:08:00
28.57970104,77.24169679,Success,flash-api.shadowfax.in,2025-05-26T11:07:00
28.53284477,77.20786091,Success,flash-api.shadowfax.in,2025-05-26T12:26:00
28.534912,77.229067,Success,flash-api.shadowfax.in,2025-05-26T13:30:00
28.534912,77.229067,Success,flash-api.shadowfax.in,2025-05-26T15:08:00
28.534912,77.229067,Success,flash-api.shadowfax.in,2025-05-26T12:01:00
28.534912,77.229067,Success,flash-api.shadowfax.in,2025-05-26T22:26:00
28.53918451,77.21872765,Success,flash-api.shadowfax.in,2025-05-26T12:42:00
28.54036127,77.21173787,Success,flash-api.shadowfax.in,2025-05-26T13:40:00
28.531259,77.254753,Success,flash-api.shadowfax.in,2025-05-26T13:54:00
28.540327,77.254379,Success,flash-api.shadowfax.in,2025-05-26T14:59:00
28.540327,77.254379,Success,flash-api.shadowfax.in,2025-05-26T11:39:00
28.54176122,77.25559106,Success,flash-api.shadowfax.in,2025-05-26T15:00:00
28.54188182,77.25545845,Success,flash-api.shadowfax.in,2025-05-26T08:06:00
28.54188182,77.25545845,Success,flash-api.shadowfax.in,2025-05-26T08:13:00
28.561654,77.196298,Success,flash-api.shadowfax.in,2025-05-26T15:07:00
28.561654,77.196298,Success,flash-api.shadowfax.in,2025-05-26T14:14:00
28.57782148,77.23862163,Success,flash-api.shadowfax.in,2025-05-26T16:32:00
28.57804332,77.23889139,Success,flash-api.shadowfax.in,2025-05-26T14:43:00
28.56327936,77.23807678,Success,flash-api.shadowfax.in,2025-05-26T14:45:00
28.56327936,77.23807678,Success,flash-api.shadowfax.in,2025-05-26T14:46:00
28.56327936,77.23807678,Success,flash-api.shadowfax.in,2025-05-26T14:47:00
28.563505,77.240593,Success,flash-api.shadowfax.in,2025-05-26T14:48:00
28.563505,77.240593,Success,flash-api.shadowfax.in,2025-05-26T14:49:00
28.5673779,77.2476976,Success,flash-api.shadowfax.in,2025-05-26T13:14:00
28.53773616,77.28665784,Success,flash-api.shadowfax.in,2025-05-26T10:39:00
28.51847806,77.20621705,Success,flash-api.shadowfax.in,2025-05-26T22:29:00
28.52036,77.20232,Success,flash-api.shadowfax.in,2025-05-27T00:53:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T19:38:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T14:33:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T14:37:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T14:08:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T14:10:00
28.56296407,77.19697462,Success,flash-api.shadowfax.in,2025-05-26T10:12:00
28.49704697,77.28823142,Success,flash-api.shadowfax.in,2025-05-26T12:08:00
28.50498329,77.3213901,Success,flash-api.shadowfax.in,2025-05-26T11:51:00
28.55710659,77.23643703,Success,flash-api.shadowfax.in,2025-05-26T10:12:00
28.55710659,77.23643703,Success,flash-api.shadowfax.in,2025-05-26T09:21:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T12:11:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T12:12:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T12:18:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T12:25:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T11:52:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T12:39:00
28.50571804,77.23149912,Success,flash-api.shadowfax.in,2025-05-26T14:10:00
28.55836921,77.24620873,Success,flash-api.shadowfax.in,2025-05-26T11:59:00
28.55836921,77.24620873,Success,flash-api.shadowfax.in,2025-05-26T13:38:00
28.51697053,77.16422217,Success,flash-api.shadowfax.in,2025-05-26T22:00:00
28.529312,77.148444,Success,flash-api.shadowfax.in,2025-05-26T21:55:00
28.49796048,77.18463868,Success,flash-api.shadowfax.in,2025-05-26T13:57:00
28.503338,77.225786,Success,flash-api.shadowfax.in,2025-05-26T12:07:00
28.503338,77.225786,Success,flash-api.shadowfax.in,2025-05-26T12:08:00
28.57970104,77.24169679,Success,ondc-lsp.olacabs.com,2025-05-26T11:07:00
28.53284477,77.20786091,Success,ondc-lsp.olacabs.com,2025-05-26T12:26:00
28.534912,77.229067,Success,ondc-lsp.olacabs.com,2025-05-26T13:30:00
28.534912,77.229067,Success,ondc-lsp.olacabs.com,2025-05-26T15:08:00
28.534912,77.229067,Success,ondc-lsp.olacabs.com,2025-05-26T12:01:00
28.534912,77.229067,Success,ondc-lsp.olacabs.com,2025-05-26T22:26:00
28.53918451,77.21872765,Success,ondc-lsp.olacabs.com,2025-05-26T12:42:00
28.54036127,77.21173787,Success,ondc-lsp.olacabs.com,2025-05-26T13:40:00
28.531259,77.254753,Success,ondc-lsp.olacabs.com,2025-05-26T13:54:00
28.540327,77.254379,Success,ondc-lsp.olacabs.com,2025-05-26T14:59:00
28.540327,77.254379,Success,ondc-lsp.olacabs.com,2025-05-26T11:39:00
28.54176122,77.25559106,Success,ondc-lsp.olacabs.com,2025-05-26T15:00:00
28.54188182,77.25545845,Success,ondc-lsp.olacabs.com,2025-05-26T08:06:00
28.54188182,77.25545845,Success,ondc-lsp.olacabs.com,2025-05-26T08:13:00
28.561654,77.196298,Success,ondc-lsp.olacabs.com,2025-05-26T15:07:00
28.561654,77.196298,Success,ondc-lsp.olacabs.com,2025-05-26T14:14:00
28.57782148,77.23862163,Fail,ondc-lsp.olacabs.com,2025-05-26T16:32:00
28.57804332,77.23889139,Success,ondc-lsp.olacabs.com,2025-05-26T14:43:00
28.56327936,77.23807678,Success,ondc-lsp.olacabs.com,2025-05-26T14:45:00
28.56327936,77.23807678,Success,ondc-lsp.olacabs.com,2025-05-26T14:46:00
28.56327936,77.23807678,Success,ondc-lsp.olacabs.com,2025-05-26T14:47:00
28.563505,77.240593,Success,ondc-lsp.olacabs.com,2025-05-26T14:48:00
28.563505,77.240593,Success,ondc-lsp.olacabs.com,2025-05-26T14:49:00
28.5673779,77.2476976,Success,ondc-lsp.olacabs.com,2025-05-26T13:14:00
28.53773616,77.28665784,Success,ondc-lsp.olacabs.com,2025-05-26T10:39:00
28.51847806,77.20621705,Success,ondc-lsp.olacabs.com,2025-05-26T22:29:00
28.52036,77.20232,Fail,ondc-lsp.olacabs.com,2025-05-27T00:53:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T19:38:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T14:33:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T14:37:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T14:08:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T14:10:00
28.56296407,77.19697462,Success,ondc-lsp.olacabs.com,2025-05-26T10:12:00
28.49704697,77.28823142,Fail,ondc-lsp.olacabs.com,2025-05-26T12:08:00
28.50498329,77.3213901,Success,ondc-lsp.olacabs.com,2025-05-26T11:51:00
28.55710659,77.23643703,Fail,ondc-lsp.olacabs.com,2025-05-26T10:12:00
28.55710659,77.23643703,Success,ondc-lsp.olacabs.com,2025-05-26T09:21:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T12:11:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T12:12:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T12:18:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T12:25:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T11:52:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T12:39:00
28.50571804,77.23149912,Success,ondc-lsp.olacabs.com,2025-05-26T14:10:00
28.55836921,77.24620873,Success,ondc-lsp.olacabs.com,2025-05-26T11:59:00
28.55836921,77.24620873,Success,ondc-lsp.olacabs.com,2025-05-26T13:38:00
28.51697053,77.16422217,Success,ondc-lsp.olacabs.com,2025-05-26T22:00:00
28.529312,77.148444,Success,ondc-lsp.olacabs.com,2025-05-26T21:55:00
28.49796048,77.18463868,Success,ondc-lsp.olacabs.com,2025-05-26T13:57:00
28.503338,77.225786,Success,ondc-lsp.olacabs.com,2025-05-26T12:07:00
28.503338,77.225786,Success,ondc-lsp.olacabs.com,2025-05-26T12:08:00
28.57970104,77.24169679,Fail,ondc.loadshare.net,2025-05-26T11:07:00
28.53284477,77.20786091,Fail,ondc.loadshare.net,2025-05-26T12:26:00
28.534912,77.229067,Fail,ondc.loadshare.net,2025-05-26T13:30:00
28.534912,77.229067,Fail,ondc.loadshare.net,2025-05-26T15:08:00
28.534912,77.229067,Fail,ondc.loadshare.net,2025-05-26T12:01:00
28.534912,77.229067,Fail,ondc.loadshare.net,2025-05-26T22:26:00
28.53918451,77.21872765,Fail,ondc.loadshare.net,2025-05-26T12:42:00
28.54036127,77.21173787,Fail,ondc.loadshare.net,2025-05-26T13:40:00
28.531259,77.254753,Fail,ondc.loadshare.net,2025-05-26T13:54:00
28.540327,77.254379,Fail,ondc.loadshare.net,2025-05-26T14:59:00
28.540327,77.254379,Fail,ondc.loadshare.net,2025-05-26T11:39:00
28.54176122,77.25559106,Fail,ondc.loadshare.net,2025-05-26T15:00:00
28.54188182,77.25545845,Fail,ondc.loadshare.net,2025-05-26T08:06:00
28.54188182,77.25545845,Fail,ondc.loadshare.net,2025-05-26T08:13:00
28.561654,77.196298,Fail,ondc.loadshare.net,2025-05-26T15:07:00
28.561654,77.196298,Fail,ondc.loadshare.net,2025-05-26T14:14:00
28.57782148,77.23862163,Fail,ondc.loadshare.net,2025-05-26T16:32:00
28.57804332,77.23889139,Fail,ondc.loadshare.net,2025-05-26T14:43:00
28.56327936,77.23807678,Fail,ondc.loadshare.net,2025-05-26T14:45:00
28.56327936,77.23807678,Fail,ondc.loadshare.net,2025-05-26T14:46:00
28.56327936,77.23807678,Fail,ondc.loadshare.net,2025-05-26T14:47:00
28.563505,77.240593,Fail,ondc.loadshare.net,2025-05-26T14:48:00
28.563505,77.240593,Fail,ondc.loadshare.net,2025-05-26T14:49:00
28.5673779,77.2476976,Fail,ondc.loadshare.net,2025-05-26T13:14:00
28.53773616,77.28665784,Fail,ondc.loadshare.net,2025-05-26T10:39:00
28.51847806,77.20621705,Fail,ondc.loadshare.net,2025-05-26T22:29:00
28.52036,77.20232,Fail,ondc.loadshare.net,2025-05-27T00:53:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T19:38:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T14:33:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T14:37:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T14:08:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T14:10:00
28.56296407,77.19697462,Fail,ondc.loadshare.net,2025-05-26T10:12:00
28.49704697,77.28823142,Fail,ondc.loadshare.net,2025-05-26T12:08:00
28.50498329,77.3213901,Fail,ondc.loadshare.net,2025-05-26T11:51:00
28.55710659,77.23643703,Fail,ondc.loadshare.net,2025-05-26T10:12:00
28.55710659,77.23643703,Fail,ondc.loadshare.net,2025-05-26T09:21:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T12:11:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T12:12:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T12:18:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T12:25:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T11:52:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T12:39:00
28.50571804,77.23149912,Fail,ondc.loadshare.net,2025-05-26T14:10:00
28.55836921,77.24620873,Fail,ondc.loadshare.net,2025-05-26T11:59:00
28.55836921,77.24620873,Fail,ondc.loadshare.net,2025-05-26T13:38:00
28.51697053,77.16422217,Fail,ondc.loadshare.net,2025-05-26T22:00:00
28.529312,77.148444,Fail,ondc.loadshare.net,2025-05-26T21:55:00
28.49796048,77.18463868,Fail,ondc.loadshare.net,2025-05-26T13:57:00
28.503338,77.225786,Fail,ondc.loadshare.net,2025-05-26T12:07:00
28.503338,77.225786,Fail,ondc.loadshare.net,2025-05-26T12:08:00
28.57970104,77.24169679,Success,ondc.pidge.in,2025-05-26T11:07:00
28.53284477,77.20786091,Success,ondc.pidge.in,2025-05-26T12:26:00
28.534912,77.229067,Success,ondc.pidge.in,2025-05-26T13:30:00
28.534912,77.229067,Success,ondc.pidge.in,2025-05-26T15:08:00
28.534912,77.229067,Success,ondc.pidge.in,2025-05-26T12:01:00
28.534912,77.229067,Success,ondc.pidge.in,2025-05-26T22:26:00
28.53918451,77.21872765,Success,ondc.pidge.in,2025-05-26T12:42:00
28.54036127,77.21173787,Success,ondc.pidge.in,2025-05-26T13:40:00
28.531259,77.254753,Success,ondc.pidge.in,2025-05-26T13:54:00
28.540327,77.254379,Success,ondc.pidge.in,2025-05-26T14:59:00
28.540327,77.254379,Success,ondc.pidge.in,2025-05-26T11:39:00
28.54176122,77.25559106,Success,ondc.pidge.in,2025-05-26T15:00:00
28.54188182,77.25545845,Success,ondc.pidge.in,2025-05-26T08:06:00
28.54188182,77.25545845,Success,ondc.pidge.in,2025-05-26T08:13:00
28.561654,77.196298,Success,ondc.pidge.in,2025-05-26T15:07:00
28.561654,77.196298,Success,ondc.pidge.in,2025-05-26T14:14:00
28.57782148,77.23862163,Success,ondc.pidge.in,2025-05-26T16:32:00
28.57804332,77.23889139,Success,ondc.pidge.in,2025-05-26T14:43:00
28.56327936,77.23807678,Success,ondc.pidge.in,2025-05-26T14:45:00
28.56327936,77.23807678,Success,ondc.pidge.in,2025-05-26T14:46:00
28.56327936,77.23807678,Success,ondc.pidge.in,2025-05-26T14:47:00
28.563505,77.240593,Success,ondc.pidge.in,2025-05-26T14:48:00
28.563505,77.240593,Success,ondc.pidge.in,2025-05-26T14:49:00
28.5673779,77.2476976,Success,ondc.pidge.in,2025-05-26T13:14:00
28.53773616,77.28665784,Success,ondc.pidge.in,2025-05-26T10:39:00
28.51847806,77.20621705,Success,ondc.pidge.in,2025-05-26T22:29:00
28.52036,77.20232,Success,ondc.pidge.in,2025-05-27T00:53:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T19:38:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T14:33:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T14:37:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T14:08:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T14:10:00
28.56296407,77.19697462,Success,ondc.pidge.in,2025-05-26T10:12:00
28.49704697,77.28823142,Success,ondc.pidge.in,2025-05-26T12:08:00
28.50498329,77.3213901,Success,ondc.pidge.in,2025-05-26T11:51:00
28.55710659,77.23643703,Success,ondc.pidge.in,2025-05-26T10:12:00
28.55710659,77.23643703,Success,ondc.pidge.in,2025-05-26T09:21:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T12:11:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T12:12:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T12:18:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T12:25:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T11:52:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T12:39:00
28.50571804,77.23149912,Success,ondc.pidge.in,2025-05-26T14:10:00
28.55836921,77.24620873,Success,ondc.pidge.in,2025-05-26T11:59:00
28.55836921,77.24620873,Success,ondc.pidge.in,2025-05-26T13:38:00
28.51697053,77.16422217,Success,ondc.pidge.in,2025-05-26T22:00:00
28.529312,77.148444,Success,ondc.pidge.in,2025-05-26T21:55:00
28.49796048,77.18463868,Success,ondc.pidge.in,2025-05-26T13:57:00
28.503338,77.225786,Success,ondc.pidge.in,2025-05-26T12:07:00
28.503338,77.225786,Success,ondc.pidge.in,2025-05-26T12:08:00
28.57970104,77.24169679,Success,ondc.shiprocket.in,2025-05-26T11:07:00
28.53284477,77.20786091,Success,ondc.shiprocket.in,2025-05-26T12:26:00
28.534912,77.229067,Success,ondc.shiprocket.in,2025-05-26T13:30:00
28.534912,77.229067,Success,ondc.shiprocket.in,2025-05-26T15:08:00
28.534912,77.229067,Success,ondc.shiprocket.in,2025-05-26T12:01:00
28.534912,77.229067,Success,ondc.shiprocket.in,2025-05-26T22:26:00
28.53918451,77.21872765,Success,ondc.shiprocket.in,2025-05-26T12:42:00
28.54036127,77.21173787,Success,ondc.shiprocket.in,2025-05-26T13:40:00
28.531259,77.254753,Success,ondc.shiprocket.in,2025-05-26T13:54:00
28.540327,77.254379,Success,ondc.shiprocket.in,2025-05-26T14:59:00
28.540327,77.254379,Success,ondc.shiprocket.in,2025-05-26T11:39:00
28.54176122,77.25559106,Success,ondc.shiprocket.in,2025-05-26T15:00:00
28.54188182,77.25545845,Success,ondc.shiprocket.in,2025-05-26T08:06:00
28.54188182,77.25545845,Success,ondc.shiprocket.in,2025-05-26T08:13:00
28.561654,77.196298,Success,ondc.shiprocket.in,2025-05-26T15:07:00
28.561654,77.196298,Success,ondc.shiprocket.in,2025-05-26T14:14:00
28.57782148,77.23862163,Success,ondc.shiprocket.in,2025-05-26T16:32:00
28.57804332,77.23889139,Success,ondc.shiprocket.in,2025-05-26T14:43:00
28.56327936,77.23807678,Success,ondc.shiprocket.in,2025-05-26T14:45:00
28.56327936,77.23807678,Success,ondc.shiprocket.in,2025-05-26T14:46:00
28.56327936,77.23807678,Success,ondc.shiprocket.in,2025-05-26T14:47:00
28.563505,77.240593,Success,ondc.shiprocket.in,2025-05-26T14:48:00
28.563505,77.240593,Success,ondc.shiprocket.in,2025-05-26T14:49:00
28.5673779,77.2476976,Success,ondc.shiprocket.in,2025-05-26T13:14:00
28.53773616,77.28665784,Success,ondc.shiprocket.in,2025-05-26T10:39:00
28.51847806,77.20621705,Success,ondc.shiprocket.in,2025-05-26T22:29:00
28.52036,77.20232,Success,ondc.shiprocket.in,2025-05-27T00:53:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T19:38:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T14:33:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T14:37:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T14:08:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T14:10:00
28.56296407,77.19697462,Success,ondc.shiprocket.in,2025-05-26T10:12:00
28.49704697,77.28823142,Success,ondc.shiprocket.in,2025-05-26T12:08:00
28.50498329,77.3213901,Success,ondc.shiprocket.in,2025-05-26T11:51:00
28.55710659,77.23643703,Success,ondc.shiprocket.in,2025-05-26T10:12:00
28.55710659,77.23643703,Success,ondc.shiprocket.in,2025-05-26T09:21:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T12:11:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T12:12:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T12:18:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T12:25:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T11:52:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T12:39:00
28.50571804,77.23149912,Success,ondc.shiprocket.in,2025-05-26T14:10:00
28.55836921,77.24620873,Success,ondc.shiprocket.in,2025-05-26T11:59:00
28.55836921,77.24620873,Success,ondc.shiprocket.in,2025-05-26T13:38:00
28.51697053,77.16422217,Success,ondc.shiprocket.in,2025-05-26T22:00:00
28.529312,77.148444,Success,ondc.shiprocket.in,2025-05-26T21:55:00
28.49796048,77.18463868,Success,ondc.shiprocket.in,2025-05-26T13:57:00
28.503338,77.225786,Success,ondc.shiprocket.in,2025-05-26T12:07:00
28.503338,77.225786,Success,ondc.shiprocket.in,2025-05-26T12:08:00
28.57970104,77.24169679,Success,ondc.theporter.in,2025-05-26T11:07:00
28.53284477,77.20786091,Success,ondc.theporter.in,2025-05-26T12:26:00
28.534912,77.229067,Success,ondc.theporter.in,2025-05-26T12:01:00
28.534912,77.229067,Success,ondc.theporter.in,2025-05-26T22:26:00
28.53918451,77.21872765,Success,ondc.theporter.in,2025-05-26T12:42:00
28.54176122,77.25559106,Success,ondc.theporter.in,2025-05-26T15:00:00
28.54188182,77.25545845,Success,ondc.theporter.in,2025-05-26T08:06:00
28.54188182,77.25545845,Success,ondc.theporter.in,2025-05-26T08:13:00
28.561654,77.196298,Success,ondc.theporter.in,2025-05-26T15:07:00
28.56327936,77.23807678,Success,ondc.theporter.in,2025-05-26T14:45:00
28.56327936,77.23807678,Success,ondc.theporter.in,2025-05-26T14:46:00
28.56327936,77.23807678,Success,ondc.theporter.in,2025-05-26T14:47:00
28.53773616,77.28665784,Success,ondc.theporter.in,2025-05-26T10:39:00
